zip_code,trip_count
10281,7
55402,7
90731,7
30066,7
32804,7
77054,7
81925,7
37421,7
11741,7
98032,7
80482,7
33609,7
92868,7
81541,7
45116,7
33446,7
90660,7
23456,7
3087,7
95722,7
80797,7
11788,7
98065,7
84074,7
61761,7
98028,7
48035,7
33166,7
96403,7
73118,7
7712,7
60048,7
91607,7
53719,7
91201,7
14214,7
2232,7
51899,7
77382,7
37068,7
11570,7
310,7
75202,7
98204,7
85741,7
1851,7
37027,7
94581,7
N/A,7
33315,7
8045,7
59102,7
2016,7
84120,7
11427,7
21200,7
33100,7
10098,7
52078,7
83730,7
76133,7
33060,7
43209,7
66044,7
78737,7
85710,7
32114,7
95240,7
44074,7
11355,7
18302,7
86753,7
32566,7
16802,7
97913,7
11782,7
8221,7
77072,7
75238,7
20164,7
77084,7
20913,7
10510,7
55443,7
78216,7
11223,7
10314,7
53214,7
92113,7
56326,7
30322,7
80023,7
93311,7
49418,7
22180,7
75074,7
78738,7
18960,7
11021,7
49423,7
91786,7
3630,7
10546,7
7882,6
80513,6
66123,6
33126,6
75243,6
3301,6
20132,6
2901,6
17547,6
89448,6
32043,6
44256,6
1211,6
18078,6
3370,6
77036,6
89120,6
30317,6
81675,6
91042,6
18938,6
8510,6
84990,6
98230,6
15668,6
10301,6
49676,6
97437,6
34239,6
5055,6
60187,6
76915,6
28007,6
23113,6
53538,6
415,6
74105,6
7652,6
60516,6
18010,6
48197,6
7670,6
94088,6
2882,6
93420,6
2274,6
60453,6
77073,6
38133,6
75094,6
55379,6
83240,6
917,6
55128,6
48154,6
8062,6
92,6
40205,6
2101,6
14223,6
95842,6
78258,6
55902,6
92234,6
10994,6
94141,6
91731,6
1748,6
19348,6
2034,6
97221,6
98208,6
80000,6
1860,6
94140,6
48328,6
2019,6
15090,6
33404,6
33146,6
22192,6
56006,6
386,6
33316,6
1886,6
13007,6
2282,6
50613,6
7137,6
43035,6
11755,6
98030,6
90023,6
78744,6
55431,6
83404,6
74890,6
97534,6
90907,6
90270,6
24466,6
35816,6
1012,6
1604,6
68116,6
65400,6
11501,6
60045,6
90044,6
19428,6
78006,6
77449,6
9712,6
51100,6
93710,6
29576,6
27704,6
85298,6
93620,6
44483,6
76033,6
75227,6
77511,6
49331,6
21214,6
87507,6
670,6
67370,6
73500,6
53126,6
15208,6
85621,6
27040,6
9733,6
32803,6
35014,6
98391,6
80538,6
23661,6
2452,6
93523,6
81620,6
49783,6
12180,6
21702,6
292,6
56001,6
91203,6
60462,6
85350,6
55418,6
95358,6
78745,6
33069,6
44236,6
40213,6
32816,6
21226,6
2223,6
3552,6
3831,6
3011,6
53117,6
10925,6
59000,6
96753,6
2009,6
97005,6
22307,6
89044,6
85718,6
94012,6
87544,6
85388,6
95695,6
61267,6
37235,6
93422,6
91390,6
75600,6
75012,6
90030,6
30240,6
6037,6
92571,6
957,6
91343,6
90720,6
80122,6
9407,6
95204,6
4650,6
76123,6
8012,6
66609,6
20684,6
3934,6
92624,6
28601,6
94647,6
32817,6
55316,6
97530,6
91741,6
95437,6
84040,6
80906,6
19425,6
2186,6
97222,6
92211,6
33703,6
14526,6
58039,6
4240,6
62275,6
22151,6
22309,6
55404,6
1267,6
92404,6
27896,6
75056,6
91603,6
5120,6
90262,6
32137,6
80214,6
20874,6
77520,6
43302,6
197431,6
15201,6
32606,6
9117,6
7102,6
55109,6
7436,6
15233,6
10990,6
90280,6
28307,6
30180120,6
94153,6
23223,6
56304,6
31110,6
4500,6
30084,6
53578,6
54143,6
8820,6
20902,6
95501,6
38125,6
45387,6
1129,6
1944,6
85032,6
66062,6
93638,6
22407,6
30096,6
99203,6
5053,6
53558,6
84340,6
10117,6
92584,6
93602,6
60115,6
91321,6
55343,6
4544,6
5753,6
30035,6
85396,6
23665,6
19335,6
94662,6
6488,6
78133,6
84047,6
60203,6
95688,6
34110,6
3065,6
88058500,6
4270,6
46421,6
91235,6
33231,6
32206,6
85023,6
60093,6
15228,6
91335,6
1016,6
30315,6
33556,6
65616,6
87059,6
1183,6
80031,6
85020,6
60586,6
98000,6
60173,6
92861,6
20099,6
7645,6
32951,6
22046,6
85750,6
19116,6
63112,6
49073,6
83233,6
6783,6
1004,6
13849,6
6016,6
56072,6
62650,6
4152643800,6
370,6
7764,6
82225,6
5555,6
22877,6
10435,6
27560,6
77586,6
7012,6
91504,6
13008,6
98501,6
11959,6
92003,6
92835,6
8402,6
73084,6
4661,6
48084,6
5280,6
55106,6
1820,6
10451,6
1460,6
93263,6
94046,6
89434,6
22602,6
91766,6
33176,6
63730,6
78840,6
64300,6
1014,6
1923,6
98926,6
80003,6
87501,6
48864,6
91901,6
23188,6
77571,6
30067,6
23435,6
78249,6
85140,6
99603,6
98382,6
570,6
67071,6
98682,6
33770,6
2033,6
6512,6
95776,6
32825,6
6831,6
93280,6
76060,6
30329,6
5020,6
80227,6
19714,6
8032,6
95635,6
55330,6
7452,6
84050,6
7052,6
3228,6
35473,6
30041,6
5018,6
22000,6
44864,6
46240,6
92591,6
29601,6
46074,6
507,6
11023,6
90247,6
96151,6
75033,6
88001,6
2077,6
45810,6
73112,6
89508,6
6041,6
4066,6
3510,6
8817,6
2,6
9268,6
63900,6
6211,6
21769,6
11001000,6
25147,6
10801,6
10046,6
85645,6
33868,6
77049,6
67901,6
92637,6
8043,6
72758,6
3049,6
95310,6
92166,6
14624,6
19806,6
76034,6
98038,6
87327,6
81230170,6
3056,6
80799,6
10705,6
81403,6
80224,6
10454,6
19702,6
73540,6
92262,6
84332,6
14235,6
617,6
74633,6
11362,6
76240,6
13203,6
64093,6
95212,5
15203,5
7305,5
6760813,5
55127,5
92881,5
364001,5
22124,5
95510,5
85308,5
12561,5
27612,5
94512,5
84015,5
31200,5
7551,5
75013,5
95327,5
55425,5
7876,5
55055,5
11011,5
89178,5
16046,5
46205,5
63139,5
22041012,5
30064,5
45226,5
85302,5
5098,5
85719,5
30082,5
41071,5
90805,5
89130,5
8757,5
20170,5
19518,5
64343,5
42420,5
95617,5
84111,5
90807,5
9812,5
5087,5
64111,5
11228,5
89507,5
48167,5
83651,5
1824,5
19035,5
33172,5
49024,5
14608,5
99835,5
46383,5
60659,5
7650,5
19014,5
43219,5
46410,5
1414,5
81201,5
92657,5
7075,5
66221,5
9000,5
2494,5
60189,5
7850,5
60010,5
85310,5
23662,5
38139,5
15853,5
92834,5
90305,5
81829,5
23222,5
7029,5
92508,5
91763,5
29607,5
1196,5
45000,5
3214301,5
23230,5
57106,5
55024,5
76063,5
10072,5
40515,5
5033,5
67,5
93301,5
69310,5
11758,5
1030013,5
12150,5
23336,5
33324,5
7087,5
90745,5
94450,5
90723,5
82070,5
30167,5
4635080,5
84646,5
119034,5
36532,5
8,5
33328,5
95205,5
28803,5
37801,5
23185,5
45044,5
20166,5
94942,5
10306,5
98155,5
65203,5
21060,5
11510,5
45140,5
95363,5
77046,5
8054,5
98715,5
19067,5
1058,5
8648,5
95114,5
5455,5
1028,5
28409,5
91108,5
19020,5
98252,5
83201,5
15935,5
35171,5
6022,5
75025,5
45403,5
78418,5
7940,5
30326,5
1071,5
95061,5
53726,5
748,5
91209,5
41048,5
20721,5
85257,5
93036,5
16505,5
60190,5
1730,5
75150,5
40489,5
83807,5
1911,5
28008,5
1746,5
60060,5
92505,5
95560,5
37403,5
2450,5
43040,5
33441,5
73012,5
15289,5
33483,5
61244,5
95465,5
58502,5
94584,5
77081,5
91775,5
2010,5
93262,5
19096,5
11219,5
15237,5
84096,5
49525,5
31522,5
27526,5
32127,5
48439,5
9494,5
85327,5
30092,5
99108,5
2724,5
89104,5
20852,5
4031,5
33071,5
48063,5
7054,5
11552,5
1015,5
60521,5
7446,5
95150,5
56143,5
906003,5
95670,5
98198,5
80841,5
3401,5
92083,5
41318,5
41321,5
75224,5
29732,5
47613,5
11706,5
22801,5
18977,5
940,5
36604,5
95161,5
48638,5
28806,5
96761,5
92315,5
76226,5
98403,5
9409,5
2042,5
95108,5
30218,5
13000,5
83642,5
30519,5
21093,5
96704,5
5081,5
3072,5
22153,5
33196,5
84081,5
8700,5
28348,5
7041,5
251,5
9001,5
3765,5
93015,5
47720,5
5500,5
31170,5
30909,5
18064,5
78260,5
3070,5
75014,5
3218,5
86305,5
4000,5
80537,5
6109,5
48236,5
5301,5
7600,5
27614,5
20171,5
97070800,5
3005,5
77024,5
20879,5
78620,5
1230,5
6897,5
94417,5
79930,5
3225,5
19107,5
6359,5
84070,5
33155,5
78201,5
10152,5
84741,5
89251,5
33428,5
92504,5
19446,5
99504,5
79151,5
53216,5
10562,5
1410,5
63301,5
13753,5
1099,5
79902,5
6804,5
60486,5
60559,5
92656,5
72000,5
89703,5
53017,5
33800,5
321,5
28202,5
1452,5
60123,5
8383,5
7748,5
13021,5
91502,5
92100,5
27546,5
8208,5
7624,5
1147,5
380,5
85012,5
14546,5
45440,5
41075,5
83716,5
78589,5
22459,5
53008,5
63103,5
77450,5
82031,5
98053,5
33063,5
24700,5
77030,5
97402,5
1062,5
4068,5
80403,5
95655,5
60515,5
5050,5
1852,5
87121,5
33756,5
6026,5
28036,5
63118,5
91945,5
9513,5
58452,5
33016,5
89014,5
92887,5
43062,5
5618020,5
95662,5
96782,5
93445,5
10598,5
3833,5
30252,5
30340,5
55804,5
91773,5
93308,5
21771,5
7031,5
33062,5
96793,5
20885,5
4096,5
89131,5
55372,5
8053,5
89081,5
32082,5
92139,5
75207,5
11704,5
53235,5
6355,5
92832,5
3184,5
32955,5
95663,5
91438,5
20152,5
96035,5
83301,5
6405,5
8823,5
90033,5
18966,5
60439,5
91224,5
92313,5
15218,5
60525,5
60598,5
13126,5
45289,5
97104,5
5016303,5
76016,5
30039,5
93410,5
95064,5
14450,5
1369,5
45244,5
7718,5
50312,5
59044,5
91420,5
33012,5
5602,5
91778,5
66047,5
78732,5
81401,5
2536,5
55068,5
93924,5
48130,5
96708,5
92270,5
6903,5
9731,5
7500,5
20060,5
7746,5
44077,5
999077,5
77478,5
89705,5
1505,5
28117,5
45645,5
94064,4
93292,4
60305,4
6901,4
95103,4
33305,4
11432,4
77070,4
95009,4
79907,4
78217,4
58103,4
6052,4
55122,4
75039,4
9835,4
8723,4
53233,4
489,4
48220,4
78733,4
46268,4
8536,4
78758,4
11771,4
7047,4
8051,4
92027,4
46239,4
53226,4
30131,4
98070,4
24450,4
96821,4
5959,4
84,4
412060,4
1008,4
82718,4
95383,4
91407,4
52416,4
21043,4
4880884,4
2649,4
55359,4
65195,4
40514,4
10405,4
92843,4
7661,4
72112,4
78665,4
100004,4
24014,4
45102,4
6489,4
18146,4
44720,4
6468,4
28120,4
7922,4
55345,4
94802,4
79925,4
92417,4
78500,4
10282,4
61615,4
95390,4
5482,4
97115,4
953770,4
44108,4
35243,4
78000,4
39402,4
92603,4
55101,4
14456,4
76049,4
8830,4
80440,4
81377,4
32246,4
1617,4
71067,4
94511,4
8203,4
93926,4
90755,4
11710,4
90301,4
1721,4
55056,4
96060,4
48038,4
20688,4
53546,4
92518,4
9450,4
2283,4
13202,4
3073,4
40206,4
29609,4
6078,4
64587,4
646,4
80516,4
97298,4
1088,4
77042,4
77845,4
26122,4
19341,4
99349,4
15542,4
53150,4
343,4
7270,4
45481,4
91126,4
99106,4
94852,4
20905,4
32828,4
9820,4
946-2,4
10034,4
4817,4
8836,4
1106,4
50112,4
22911,4
45120,4
98826,4
92346,4
30088,4
2035,4
77047,4
8660,4
14210,4
46013,4
74000,4
2766,4
5085,4
81658,4
5064,4
3713,4
92570,4
35137,4
53340,4
7740,4
12577,4
21133,4
14607,4
98226,4
96825,4
47408,4
61100,4
37660,4
19001,4
53186,4
55904,4
56785,4
68506,4
1602,4
5673,4
78261,4
8911,4
8108,4
48304,4
33070,4
30350,4
89102,4
85364,4
67126,4
10245,4
92690,4
55306,4
88011,4
80015,4
39211,4
1970,4
88212,4
32227,4
22769,4
5412010,4
24502,4
14482,4
28711,4
2100,4
87108,4
5641,4
67156,4
38000,4
20180,4
92659,4
2061,4
46055,4
405,4
94224,4
28109,4
94975,4
44134,4
85323,4
33462,4
45409,4
89011,4
71065,4
2124,4
63028,4
78229,4
49911,4
67502,4
80118,4
29414,4
32837,4
571,4
7757,4
44328,4
73200,4
51400,4
80233,4
92307,4
60077,4
7749,4
60463,4
95153,4
4,4
7932,4
2453,4
37922,4
96130,4
6810,4
2067,4
91047,4
2339,4
33776,4
5465,4
37216,4
3181,4
27262,4
31207,4
37828,4
15533,4
7060,4
999,4
1350063,4
61255,4
33308,4
9496000,4
55317,4
5473,4
58038,4
66525,4
55014,4
27605,4
70065,4
9112,4
78130,4
48382,4
75004,4
29063,4
61073,4
91722,4
85009,4
614,4
22027,4
48306,4
10030,4
19711,4
81656,4
60102,4
4801,4
11780,4
21601,4
22181,4
60,4
10709,4
95019,4
575572,4
84042,4
93010,4
10580,4
19406,4
2512,4
11701,4
40133,4
9519,4
82009,4
1075,4
9403,4
7605,4
94933,4
94147,4
28037,4
8204,4
1096,4
1274,4
19350,4
46228,4
19030,4
44022,4
77380,4
9201,4
94410,4
99867,4
78572,4
7046,4
91737,4
92678,4
7731,4
77082,4
75068,4
37130,4
44136,4
95410,4
6119,4
95966,4
23061,4
33647,4
27101,4
6795,4
99109,4
92231,4
60140,4
6170,4
8047,4
73034,4
44116,4
80201,4
18110,4
11566,4
19971,4
71642,4
6614,4
29451,4
40057,4
2280,4
4300,4
82205,4
49109,4
23462,4
75215,4
31040,4
20189,4
72150,4
40023,4
32904,4
13905,4
79601,4
6800,4
54500,4
89115,4
45213,4
91000,4
48901,4
8633,4
1207,4
9462,4
90712,4
38650,4
60655,4
90604,4
7417,4
78748,4
14228,4
758,4
3490115,4
21037,4
75062,4
80132,4
34236,4
30268,4
80013,4
64155,4
2796,4
55433,4
64060,4
8822,4
56377,4
11120,4
85280,4
78266,4
11423,4
75038,4
89107,4
48025,4
24107,4
111141,4
61828,4
55129,4
97109,4
1950,4
20877,4
92590,4
60181,4
953238,4
15202,4
8883,4
19003,4
19082,4
98338,4
3862,4
3404,4
60639,4
888,4
1984,4
65806,4
93631,4
85743,4
6035,4
43609,4
22901,4
53179,4
38655,4
49428,4
32901,4
1090,4
55666,4
69300,4
31515,4
43015,4
66,4
83705,4
44144,4
19343,4
91010,4
85521,4
72202,4
70180,4
77375,4
76148,4
46017,4
3141,4
92806,4
987,4
8103,4
95923,4
40764,4
78100,4
85296,4
20006,4
92865,4
7666,4
21703,4
31406,4
60604,4
97028,4
99650,4
89019,4
95441,4
49686,4
59105,4
3735,4
12020,4
33021,4
97123,4
46032,4
55605,4
2356,4
52916,4
201200,4
77354,4
30047,4
64625,4
3246,4
93636,4
46511,4
89015,4
78747,4
51600,4
34768,4
60178,4
60005,4
45410,4
93561,4
77355,4
60070,4
6007,4
20851,4
92706,4
61853,4
98848,4
1184,4
82609,4
83638,4
11443,4
95446,4
32750,4
94212,4
68128,4
83713,4
52209,4
82605,4
1091,4
34365,4
94148,4
354,4
63129,4
23233,4
60145,4
79407,4
43613,4
18020,4
603,4
33712,4
80107,4
30605,4
10973,4
7726,4
78412,4
19382,4
55442,4
53203,4
99352,4
19344,4
37150,4
84660,4
86023,4
10138,4
1013,4
8055,4
4463,4
93215,4
78734,4
17050,4
8704,4
65520,4
2480,4
33024,4
81039,4
55438,4
98077,4
60619,4
98092,4
98001,4
15140,4
4414,4
9135,4
48116,4
9412,4
1084,4
80230,4
32456,4
3253,4
2461,4
6437,4
60510,4
3093,4
33772,4
110100,4
14230,4
31008,4
81243,4
97246,4
70810,4
64018,4
55430,4
6360,4
77094,4
2170,4
1055,4
59901,4
63796,4
40583,4
6074,4
89141,4
44601,4
4810,4
8604,4
45247,4
92879,4
610,4
12245,4
60118,4
96712,4
8041,4
93053,4
6811,4
46030,4
6794,4
46210,4
33065,4
63109,4
63368,4
19129,4
5009,4
2191,4
121353,4
22041,4
33912,4
29650,4
77815,4
72113,4
11694,4
40545,4
44026,4
5360001,4
53532,4
2300,4
92277,4
2032,4
12603,4
98029,4
199053,4
60526,4
97436,4
26101,4
7039,4
89316,4
47712,4
123,4
6008,4
32814,4
76708,4
45205,4
6483,4
13124,4
64116,4
93551,4
895111,4
92284,4
52101,4
68283,4
29445,4
90108,4
6014,4
426,4
98406,4
28105,4
84302,4
16816,4
98054,4
85035,4
43055,4
65510,4
84780,4
85248,4
74394,4
83204,4
31419,4
80308,4
95044,4
78664,4
91207,4
4558,4
81667,4
44131,4
56093,4
84115,4
5255,4
11200,4
95381,4
38024,4
28480,4
966,4
48302,4
66202,4
2700,4
71854,4
21014,4
93643,4
78202,4
32304,4
98607,4
59425,4
98862,4
3591106,4
23608,4
550,4
8100003,4
8535,4
5162,4
55103,4
77086,4
9999,4
64030,4
40056,4
4523014,4
80222,4
29303,4
14129,4
1706,4
12037,4
76311,4
28216,4
9406,4
11598,4
21121,4
74137,4
28401,4
2535,4
93430,4
33415,4
70124,4
77505,4
72704,4
20094,4
2314,4
76712,4
79968,4
77581,4
1018,4
30311,4
55344,4
61552,4
35037,4
1800,4
40211,4
61107,4
2600822,4
22208,4
85033,4
82152,4
20853,4
44950,4
20161,4
66226,4
94924,4
75050,4
63050,4
50939,4
97302,4
87107,4
98504,4
1803,4
6009,3
6424,3
93907,3
28801,3
53818,3
60448,3
91350,3
44140,3
33189,3
9511,3
2242,3
49413,3
2184,3
84090,3
59912,3
45805,3
37067,3
64711,3
7733,3
64630,3
91413,3
76100,3
5483,3
62035,3
984181,3
12586,3
31675,3
55449,3
38103,3
9619,3
70058,3
120115,3
55118,3
33624,3
2790,3
95215,3
48101,3
27608,3
249001,3
1590,3
2100025,3
1057,3
12720,3
91650,3
11772,3
45103,3
22152,3
67460,3
35209,3
85663,3
38017,3
21286,3
95838,3
88210,3
77304,3
50263,3
33426,3
77379,3
44310,3
14617,3
20020,3
60031,3
6066,3
2841,3
19073,3
2631,3
68106,3
75075,3
49009,3
6010,3
29928,3
60143,3
33781,3
77502,3
92240,3
7070,3
2176,3
45255,3
2081,3
21600,3
76689,3
52500,3
62300,3
98405,3
98082,3
1510053,3
48076,3
32940,3
119400,3
33102,3
48083,3
32960,3
96738,3
10594,3
93622,3
97845,3
81506,3
2110,3
94214,3
77230,3
371,3
10450,3
6,3
88,3
1430,3
6760,3
89001,3
11950,3
57000,3
14830,3
55076,3
83402,3
11678,3
1040051,3
1810,3
5430001,3
33990,3
48642,3
1480,3
5003,3
94740,3
21085,3
59101,3
32815,3
1245,3
2520317,3
91077,3
5540,3
97266,3
24109,3
91054,3
10137,3
21666,3
6051,3
7760,3
8837,3
81612,3
79104,3
82041,3
52977,3
44690,3
68124,3
7430,3
580,3
9424,3
92392,3
15732,3
8088,3
84317,3
7621,3
19066,3
76244,3
60134,3
22601,3
76002,3
4603,3
1910011,3
1640,3
14216,3
30044,3
2518,3
49622,3
33064,3
47905,3
2519,3
607,3
2617,3
94011,3
76131,3
96140,3
21403,3
94914,3
2030,3
19085,3
37073,3
96826,3
1017,3
12572,3
5403,3
77068,3
14250,3
72703,3
95960,3
92517,3
93104,3
32004,3
1410022,3
17225,3
80337,3
22039,3
123456,3
39104,3
63040,3
67203,3
1025,3
67220,3
11576,3
27106,3
2066,3
1006,3
98228,3
33066,3
98008,3
97103,3
97207,3
1773,3
1011,3
78086,3
1952,3
60505,3
78166,3
6460,3
2903,3
50678,3
1560057,3
94210,3
72100,3
85629,3
24501,3
5521,3
14127,3
45019,3
4074,3
78660,3
78132,3
11565,3
2440204,3
7002,3
95357,3
84523,3
75602,3
1451,3
25314,3
20903,3
44304,3
363,3
97620,3
15212,3
7626,3
47403,3
85054,3
97306,3
23433,3
95870,3
46012,3
21131,3
99163,3
27018,3
2093,3
98271,3
9440,3
79576,3
60617,3
19447,3
22079,3
21211,3
38104,3
1490,3
9458,3
89138,3
60431,3
1424,3
94068,3
94847,3
97062,3
95812,3
7657,3
41015,3
75604,3
45150,3
91340,3
78028,3
94976,3
10310,3
8022,3
14201,3
76132,3
85374,3
33033,3
33179,3
95693,3
84000,3
10008,3
30087,3
80501,3
33170,3
2056,3
75104,3
96084,3
33782,3
6482,3
37919,3
59800,3
99507,3
48307,3
32903,3
74133,3
85340,3
60445,3
27104,3
29710,3
58231,3
78628,3
48326,3
2151,3
78257,3
11520,3
93023,3
94537,3
94343,3
5140,3
22551,3
49007,3
8844,3
48362,3
658,3
48612,3
303,3
11733,3
48360,3
28205,3
33407,3
46225,3
11937,3
98015,3
64119,3
75149,3
98011,3
2112,3
1900,3
63110,3
5,3
84403,3
7097,3
85326,3
10437,3
10462,3
95063,3
98249,3
95602,3
77640,3
94919,3
10156,3
94144,3
90051,3
40241,3
27317,3
94818,3
97204,3
95936,3
98362,3
28079,3
96062,3
80512,3
41127,3
55115,3
7974,3
94045,3
3122,3
80907,3
93108,3
47240,3
1110023,3
91912,3
92401,3
48118,3
98574,3
55960,3
941111,3
20259,3
94203,3
61008,3
6057,3
85307,3
25219,3
45322,3
27712,3
7450,3
8570,3
71110,3
6151,3
8530,3
53098,3
59106,3
10920,3
22303,3
99645,3
85435,3
4105,3
60043,3
98258,3
19115,3
55311,3
3045,3
7079,3
77080,3
91125,3
30313,3
6855,3
27603,3
1141,3
25560,3
90303,3
76504,3
77053,3
94407,3
8092,3
50131,3
67654,3
66223,3
2783,3
95435,3
34890115,3
20154,3
84158,3
83442,3
75034,3
65804,3
4142,3
97034,3
18901,3
54300,3
61400,3
372,3
97303,3
10803,3
2020,3
82051,3
34253,3
87110,3
28022,3
30060,3
34142,3
45239,3
39305,3
234,3
2594,3
30453,3
2517,3
4879,3
35763,3
55262,3
3032,3
9340,3
7260,3
2871,3
96707,3
40476,3
8063,3
91352,3
48420,3
53051,3
79102,3
98321,3
945066,3
37932,3
10573,3
56301,3
20120,3
17019,3
69361,3
2199,3
74104,3
10118,3
5468,3
60056,3
17603,3
19401,3
55000,3
75032,3
33603,3
89166,3
89113,3
60194,3
22301,3
34275,3
80550,3
83064,3
80135,3
27568,3
19041,3
33026,3
53081,3
32256,3
10557,3
3104,3
20783,3
9459,3
98335,3
68154,3
18800,3
32541,3
49050,3
98168,3
44859,3
96778,3
30609,3
8750,3
91433,3
23693,3
2748,3
1272,3
92055,3
76262,3
95991,3
3016,3
54308,3
54295,3
4025,3
12919,3
9025,3
47304,3
92821,3
3083,3
27278,3
9075909419,3
94155,3
4620001,3
98531,3
60016,3
77433,3
200041,3
32205,3
3101,3
32257,3
2025,3
60120,3
33445,3
99501,3
75042,3
97414,3
60638,3
98371,3
3512,3
80002,3
33957,3
53405,3
10707,3
77494,3
97816,3
47711,3
2012,3
26987,3
18929,3
19046,3
53406,3
40237,3
64800,3
16335,3
85705,3
6807,3
37360,3
53713,3
60090,3
84068,3
93560,3
89012084,3
80121,3
10600,3
23320,3
98936,3
4056,3
8008,3
1527,3
22299,3
78155,3
51501,3
2072,3
33161,3
9200,3
3018,3
83030,3
10060,3
28040,3
132222222,3
85000,3
94800,3
75110,3
44709,3
1833,3
55369,3
52803,3
9069,3
53597,3
300,3
6155,3
21904,3
37377,3
31050,3
72406,3
92316,3
95338,3
35405,3
46237,3
28012,3
12354,3
68316,3
82120,3
46901,3
85087,3
76179,3
8180,3
60624,3
74117,3
33144,3
1342,3
151873,3
3276,3
63445,3
6102,3
55427,3
30076,3
66102,3
13769,3
9142,3
3745,3
53220,3
81479,3
26007,3
73505,3
92397,3
30017,3
59236,3
4108,3
29204,3
4050,3
5031,3
22305,3
40004,3
99517,3
69004,3
5067,3
194021,3
85615,3
11703,3
70765,3
72207,3
2150,3
77079,3
85381,3
57103,3
11724,3
33625,3
84116,3
27600,3
3297,3
95683,3
85383,3
85019,3
19440,3
43082,3
6204,3
34996,3
12,3
76011,3
49601,3
80239,3
14626,3
39110,3
38501,3
8551,3
23226,3
71105,3
945399,3
95101,3
78645,3
6480,3
59803,3
12206,3
30907,3
73160,3
33045,3
88022,3
91902,3
3235,3
7320,3
20871,3
83013,3
75240,3
12914475,3
9608,3
76829,3
6606,3
80498,3
98223,3
59060,3
95949,3
45206,3
87529,3
19805,3
85007,3
7803,3
89801,3
92860,3
1070052,3
4800,3
20115,3
95159,3
19038,3
34135,3
95005,3
2418,3
92160,3
18104,3
90425,3
60504,3
40,3
4350,3
11412,3
77165,3
50323,3
98387,3
3046,3
1547,3
105,3
10607,3
10509,3
4587,3
1760012,3
990,3
2166,3
90022,3
93460,3
55033,3
7812123,3
65802,3
111111,3
1965,3
9512,3
63304,3
7000,3
77419,3
20470,3
95340,3
5071,3
94540,3
76548,3
68239,3
60188,3
90717,3
19055,3
22408,3
27721,3
2587,3
2332,3
17257,3
8880,3
93406,3
33908,3
46203,3
86351,3
78526,3
27502,3
1073,3
76185,3
85365,3
7183,3
12144,3
28372,3
44143,3
6790,3
11554,3
43606,3
9430,3
33436,3
90058,3
97072,3
13420,3
80010,3
95158,2
96706,2
9133,2
82901,2
92251,2
95166,2
11413,2
93443,2
77386,2
12414,2
94020,2
13369,2
77657,2
85040,2
90304,2
60089,2
95918,2
6038,2
77043,2
89504,2
12400,2
11421,2
22042,2
33314,2
98684,2
14209,2
78239,2
98375,2
98257,2
5271,2
1532,2
43615,2
33716,2
91115,2
1867,2
88279,2
28260,2
12477,2
32047,2
97628,2
15425,2
28027,2
99775,2
29907,2
28278,2
96080,2
80128,2
98039,2
9267,2
95304,2
9400,2
8545,2
94075,2
2076,2
9281,2
95518,2
8860,2
30054,2
10469,2
47725,2
55906,2
76904,2
77470,2
52411,2
32779,2
47800,2
50118,2
12582,2
77429,2
44080,2
11380,2
53066,2
169658,2
94953,2
35235,2
10579,2
11725,2
94807,2
3740,2
11596,2
97218,2
60914,2
90219,2
85051,2
4301,2
93908,2
95668,2
92252,2
76001,2
84651,2
8857,2
75951,2
15301,2
2886,2
1801,2
66061,2
52244,2
44212,2
2252,2
1085,2
99216,2
929,2
5269040,2
5702,2
85214,2
2270055,2
5095,2
29412,2
6500,2
78543,2
77955,2
31005,2
86701010,2
68510,2
66049,2
45333,2
76109,2
91733,2
6894212,2
707,2
33034,2
11467,2
45233,2
6470,2
19473,2
7751,2
81645,2
37411,2
81247,2
49518,2
24138,2
669,2
84965,2
77802,2
48858,2
4512,2
84706,2
4700,2
92845,2
64081,2
10015,2
7828,2
55444,2
33432,2
10507,2
86303,2
20187,2
33773,2
27580,2
18360,2
80100,2
53089,2
14031,2
60318,2
33157,2
72290,2
44129,2
80030,2
75134,2
9115,2
125413,2
77539,2
55126,2
60435,2
10585,2
6515,2
49401,2
78770,2
48182,2
50632,2
80232,2
2738,2
1290,2
33621,2
12205,2
3146,2
2602,2
7104,2
8970,2
31004,2
83403,2
2639,2
6245,2
95225,2
62645,2
67206,2
6776,2
32174,2
44012,2
3810,2
93305,2
2110041,2
91110,2
43228,2
41262,2
90107,2
92010,2
631390,2
9441,2
4055,2
63117,2
21213,2
360,2
37217,2
7103,2
22460030,2
40200,2
7871,2
12022,2
30121,2
20052,2
28081,2
34652,2
2015,2
3731,2
5478,2
3028,2
1854,2
74115,2
98311,2
10407,2
10178,2
90263,2
91034,2
37752,2
60714,2
74114,2
92532,2
84014,2
19470,2
30016,2
2107,2
85742,2
85703,2
74008,2
22015,2
55060,2
84049,2
25068,2
101110,2
200093,2
430,2
90290,2
1640001,2
3818,2
3054,2
75287,2
97135,2
76118,2
8470,2
14036,2
62294,2
14225,2
8215,2
78414,2
99958,2
10502,2
90670003,2
57104,2
2381,2
1070,2
76015,2
98087,2
63366,2
12346,2
18507,2
20355,2
53120,2
7630,2
20251,2
55555,2
97524,2
13148,2
9491,2
81369,2
34990,2
97456,2
78052,2
94211,2
81379,2
1524,2
10276,2
8134,2
78666,2
3431,2
29623,2
441,2
44095,2
901210,2
62226,2
5068,2
47249,2
